id,name,description,category,Immnity,Robustness,Focus,Vitality,Poise,weight
17f699b52e3l0i0oiwychjvbbb6kl,Traveling Maiden Gloves,Gloves worn by traveling maidens.,Gauntlets,15,8,25,28,1,1.7
17f693d5c9al0i0pboo1kteo1a27nd,Traveling Maiden Hood,Hood worn by traveling maidens.,Helm,18,10,29,31,1,1.7
17f69bc7f9bl0i0o32fxquvyqp5nio,Traveling Maiden Robe,"Robe worn by traveling maidens. Maidens traversed the Lands Between for different reasons. Some to seek audience with the Fingers. Others, to find the Tarnished who they were destined to guide.",Chest Armor,46,24,76,83,2,5.1
17f6948a10fl0i0o30qs19wbmzyn4d,Traveling Maiden Robe (altered),Lighter version of the Traveling Maiden Robe,Chest Armor,38,21,0,64,0,4.3
17f699a3a77l0i0o35anr2ntuenlpi,Tree Sentinel Armor,Golden armor of the heavy cavalry Tree Sentinels who serve the Erdtree.,Chest Armor,67,90,42,46,28,18.9
17f6993ab06l0i0o3uqmctbvuty9u,Tree Sentinel Armor (altered),Lighter version of the Tree Sentinel Armor,Chest Armor,57,75,0,38,0,18.1
17f696aafc4l0i0oirnrri0ir86n0g,Tree Sentinel Gauntlets,Golden gauntlets of the heavy cavalry Tree Sentinels who serve the Erdtree.,Gauntlets,22,30,14,15,6,6.3
17f6983e0c4l0i0pr8jcvho8sjpyrv,Tree Sentinel Greaves,Golden greaves of the heavy cavalry Tree Sentinels who serve the Erdtree.,Leg Armor,41,56,26,29,17,11.7
17f6984cb7el0i0pdetbew8j94o0ra,Tree Sentinel Helm,Golden helm of the heavy cavalry Tree Sentinels who serve the Erdtree.,Helm,29,39,18,20,9,8.1
17f69398ebcl0i0o4jsqk0wa9fjtn,Tree Surcoat,"Blue surcoat draped over chainmail. The tree insignia emblazoned on the front depicts the Erdtree, and is a design beloved throughout the Lands Between.",Chest Armor,25,55,0,18,0,9.2
17f69717672l0i0o4r89nf02o5si0o,Tree-and-beast Surcoat,"Armor worn by soldiers loyal to Godrick the Grafted. The surcoat depicts the distant Erdtree and the beast regent, an emblem of the golden lineage. Both are symbols of glory now past.",Chest Armor,32,55,23,23,16,10.6
17f69b2bcaal0i0o4bk6dl7fug97ng,Twinned Armor,Armor depicting entwined twins of gold and silver.,Chest Armor,38,60,24,60,21,13.7
17f6972ac01l0i0o44tshfdh1pnb8,Twinned Armor (altered),Lighter version of the Twinned Armor,Chest Armor,32,52,0,52,0,12.8
17f69beb172l0i0oiwxuzup65qtki,Twinned Gauntlets,Gauntlets depicting entwined twins of gold and silver.,Gauntlets,11,18,7,18,4,3.9
17f69359c78l0i0pr7xhn2h4bop5rd,Twinned Greaves,Greaves depicting entwined twins of gold and silver.,Leg Armor,20,34,13,34,10,7.3
17f698af2f9l0i0pdfbvbx82n0r47l,Twinned Helm,Helm depicting entwined twins of gold and silver.,Helm,14,23,9,23,5,5.1
17f693df84bl0i0pddogyqqykhoixl,Twinsage Glintstone Crown,"One of the glintstone crowns bestowed upon Raya Lucaria scholars whose pursuits were deemed worthy. Greatly increases intelligence to the detriment of HP and stamina. Scholars of the Twinsage Conspectus were the elites of the academy, permitted to study and excel in sorceries of all kinds.",Helm,16,26,10,10,3,5.1
17f698ca6e3l0i0o4k9zjwfnu6bkgs,Upper-class Robe,"Embroidered, bright green robe worn by noble children. Donning such a robe is traditionally the child's first show of burgeoning independence.",Chest Armor,42,23,67,67,2,4.1
17f697e174dl0i0o48c1nkk005ndtlj,Vagabond Knight Armor,Chest piece of a knight banished from their motherland.  Dirty and battered after enduring a lengthy vagabond journey.,Chest Armor,35,57,23,23,15,10.6
17f698f800dl0i0o46usza3kek0mlc,Vagabond Knight Armor (altered),Lighter version of the Vagabond Knight Armor,Chest Armor,29,50,0,19,0,9.6
17f69ac481fl0i0oixc66oi6ytj1ek,Vagabond Knight Gauntlets,"Gauntlets of a knight banished form their motherland. Dirty and battered after enduring a lengthy vagabond journey. Metal armor is heavy, but also sturdy, offering significant damage negation.",Gauntlets,12,19,8,8,3,3.5
17f69605a57l0i0prb6fehlfp6ir4g,Vagabond Knight Greaves,Greaves of a knight banished from their motherland. Dirty and battered after enduring a lengthy vagabond journey.,Leg Armor,20,34,13,13,8,5.7
17f698fd2a7l0i0pdfklx6dladeexc,Vagabond Knight Helm,Helm of a knight banished from their motherland. Dirty and battered after enduring a lengthy vagabond journey.,Helm,14,23,9,9,4,4
17f6968c171l0i0o4ajjybq3d8j288,Veteran's Armor,"Old armor that has seen many battles. Worn by Niall, the veteran general of Sol. Niall was a lone survivor who commanded spirits to defend his long-passed master. This aging general could not die, nor did he have anywhere to fade away.",Chest Armor,63,90,46,46,37,18.9
17f699fb877l0i0o4gys04cxbs86i,Veteran's Armor (altered),Lighter version of the Veteran's Armor,Chest Armor,54,75,0,38,0,17.2
17f69601d4al0i0oiyy2ixfq183jgb,Veteran's Gauntlets,"Old gauntlets that has seen many battles. Worn by Niall, the veteran general of Sol.",Gauntlets,21,30,15,15,8,6.3
17f6945e6ael0i0pr623lqn3c1udgz,Veteran's Greaves,"An old greaves that has seen many battles.Worn by Niall, the great veteran general of Sol.",Leg Armor,39,56,29,29,22,11.7
17f69a899dfl0i0pddsuefgxanxsmf,Veteran's Helm,"An old helm that has seen many battles.Worn by Niall, the great veteran general of Sol.",Helm,27,39,20,20,12,8.1
17f69806db9l0i0o4sjvehds3cmarp,Vulgar Militia Armor,"Armor worn by lean, mean, and filthy militiamen.",Chest Armor,67,35,50,50,6,7.7
17f693a7860l0i0oknl7694p0mh7v,Vulgar Militia Gauntlets,"Gauntlets worn by lean, mean, and filthy militiamen.",Gauntlets,20,9,14,14,1,2.1
17f69a73942l0i0pr9fp2dqvcuso7j,Vulgar Militia Greaves,"Greaves worn by lean, mean, and filthy militiamen.",Leg Armor,44,24,34,34,4,5.1
17f696f1e7bl0i0pdc7gwd4aptvdb,Vulgar Militia Helm,"Helm worn by lean, mean, and filthy militiamen. The upward extension serves to create an appearance of larger size, however slightly.",Helm,31,16,23,23,2,3.6
17f6931bed0l0i0ol1tlx0aiheggu,War Surgeon Gloves,"Bloodstained white gloves of the war surgeons who were effectively mercy killers. Of the surgeons that were abducted by the Lord of Blood none were able to tame the accursed blood. None but Varré, that is; though he was an exception",Gauntlets,18,13,0,17,0,2.3
17f6963ee22l0i0o5lqhnt3sl29aif,War Surgeon Gown,"Bloodstained white gown of the war surgeons who were effectively mercy killers. Of the surgeons that were abducted by the Lord of Blood none were able to tame the accursed blood. None but Varré, that is; though he was an exception.",Chest Armor,53,37,0,48,0,6.9
17f699ae26al0i0o5qexxzvp3cwnw,War Surgeon Gown (altered),Lighter version of the War Surgeon Gown.,Chest Armor,45,32,0,42,0,6.1
17f6999dba9l0i0pr9eapst72vk1pi,War Surgeon Trousers,"Bloodstained trousers of the war surgeons who were effectively mercy killers. Of the surgeons that were abducted by the Lord of Blood none were able to tame the accursed blood. None but Varré, that is; though he was an exception",Leg Armor,33,23,0,31,0,4.2
17f697896bel0i0okxiwm6mnh3zz6j,Warrior Gauntlets,Gauntlets of a nomadic warrior. Crafted from sturdy leather.,Gauntlets,21,14,17,17,1,2.6
17f69b331cdl0i0prazfpca0hkqnwd,Warrior Greaves,Greaves of a nomadic warrior. Crafted from sturdy leather.,Leg Armor,39,26,31,31,4,4.8
17f695fbe3cl0i0pdeuqbgchkcazkl,White Mask,"Bloodstained, faintly grinning mask. Worn by war surgeons who were effectively mercy killers. The Lord of Blood's curse enlivens the wearer when bloodletting occurs. Slightly raises attack power when there is blood loss nearby.",Helm,23,18,0,22,0,3.2
17f69af6e5bl0i0o5hhktksp2jmt5,White Reed Armor,"Armor of the White Reeds, fashioned from banded iron plates. Worn by the Inabam head disciples of the great swordsman Okina.",Chest Armor,67,42,55,50,8,8.3
17f692edc25l0i0ol5e2s17vq7v4wq,White Reed Gauntlets,"Gauntlets of the White Reeds, fashioned from banded iron plates. Worn by the Inabam head disciples of the great swordsman Okina. The Inaba traveled in pursuit of not only the master who abandoned them, but also proper deaths, won honorably through hard-fought combat. To be a White Reed is to seek death; fitting for the Inaba, who desired nothingmore than to die by the sword.",Gauntlets,22,14,18,17,2,2.8
17f69593610l0i0prq4f20zg6h5g1w,White Reed Greaves,"Greaves of the White Reeds, fashioned from banded iron plates. Worn by the Inabam head disciples of the great swordsman Okina. The Inaba traveled in pursuit of not only the master who abandoned them, but also proper deaths, won honorably through hard-fought combat. To be a White Reed is to seek death; fitting for the Inaba, who desired nothingmore than to die by the sword.",Leg Armor,41,26,34,31,4,5.1
17f695a182dl0i0pdc9aqxyoh0h4bl,Witch's Glintstone Crown,One of the glintstone crowns bestowed upon Raya Lucaria scholars whose pursuits were deemed worthy.,Helm,16,26,10,10,3,5.1
17f697fc762l0i0o5zexo0qk2z7ts9,Zamor Armor,"Armor worn by knights of Zamor, hailed as heroes in the War against the Giants. These long-lived warriors, clad in biting, freezing winds, are said to have been the mortal enemies of the Fire Giants since time immemorial.",Chest Armor,21,63,11,18,14,8.8
17f69a8afbbl0i0ol3s36b3idrf5x5,Zamor Bracelets,"Bracelets worn by knights of Zamor, hailed as heroes in the War against the Giants. These long-lived warriors, clad in biting, freezing winds, are said to have been the mortal enemies of the Fire Giants since time immemorial.",Gauntlets,6,20,0,4,3,2.8
17f695e6e41l0i0prslappmip8fo8i,Zamor Legwraps,"Legwraps worn by knights of Zamor, hailed as heroes in the War against the Giants. These long-lived warriors, clad in biting, freezing winds, are said to have been the mortal enemies of the Fire Giants since time immemorial.",Leg Armor,11,37,0,7,7,5.1
17f69466705l0i0pdkl9qzvc1ca9lv,Zamor Mask,"Mask worn by knights of Zamor, hailed as heroes in the War against the Giants. These long-lived warriors, clad in biting, freezing winds, are said to have been the mortal enemies of the Fire Giants since time immemorial.",Helm,9,27,5,8,4,3.8
